2024-05-22 08:26:30,998 INFO    StreamThr :645727 [internal.py:wandb_internal():85] W&B internal server running at pid: 645727, started at: 2024-05-22 08:26:30.996885
2024-05-22 08:26:30,999 DEBUG   HandlerThread:645727 [handler.py:handle_request():158] handle_request: status
2024-05-22 08:26:30,999 INFO    WriterThread:645727 [datastore.py:open_for_write():87] open: /home/Corey.Potvin/frdd-wofs-cast/training_pipeline/train_model/wandb/run-20240522_082630-lfm5dfk7/run-lfm5dfk7.wandb
2024-05-22 08:26:31,003 DEBUG   SenderThread:645727 [sender.py:send():378] send: header
2024-05-22 08:26:31,024 DEBUG   SenderThread:645727 [sender.py:send():378] send: run
2024-05-22 08:26:31,301 INFO    SenderThread:645727 [dir_watcher.py:__init__():211] watching files in: /home/Corey.Potvin/frdd-wofs-cast/training_pipeline/train_model/wandb/run-20240522_082630-lfm5dfk7/files
2024-05-22 08:26:31,301 INFO    SenderThread:645727 [sender.py:_start_run_threads():1123] run started: lfm5dfk7 with start time 1716384390.99735
2024-05-22 08:26:31,311 DEBUG   HandlerThread:645727 [handler.py:handle_request():158] handle_request: check_version
2024-05-22 08:26:31,311 DEBUG   SenderThread:645727 [sender.py:send_request():405] send_request: check_version
2024-05-22 08:26:31,469 DEBUG   HandlerThread:645727 [handler.py:handle_request():158] handle_request: run_start
2024-05-22 08:26:31,495 DEBUG   HandlerThread:645727 [system_info.py:__init__():26] System info init
2024-05-22 08:26:31,496 DEBUG   HandlerThread:645727 [system_info.py:__init__():41] System info init done
2024-05-22 08:26:31,496 INFO    HandlerThread:645727 [system_monitor.py:start():194] Starting system monitor
2024-05-22 08:26:31,496 INFO    SystemMonitor:645727 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-05-22 08:26:31,496 INFO    HandlerThread:645727 [system_monitor.py:probe():214] Collecting system info
2024-05-22 08:26:31,497 INFO    SystemMonitor:645727 [interfaces.py:start():188] Started cpu monitoring
2024-05-22 08:26:31,497 INFO    SystemMonitor:645727 [interfaces.py:start():188] Started disk monitoring
2024-05-22 08:26:31,498 INFO    SystemMonitor:645727 [interfaces.py:start():188] Started gpu monitoring
2024-05-22 08:26:31,498 INFO    SystemMonitor:645727 [interfaces.py:start():188] Started memory monitoring
2024-05-22 08:26:31,498 INFO    SystemMonitor:645727 [interfaces.py:start():188] Started network monitoring
2024-05-22 08:26:31,530 DEBUG   HandlerThread:645727 [system_info.py:probe():150] Probing system
2024-05-22 08:26:31,532 DEBUG   HandlerThread:645727 [system_info.py:_probe_git():135] Probing git
2024-05-22 08:26:31,559 DEBUG   HandlerThread:645727 [system_info.py:_probe_git():143] Probing git done
2024-05-22 08:26:31,559 DEBUG   HandlerThread:645727 [system_info.py:probe():198] Probing system done
